Category Name,Extract Schedule (UTC),Transform Schedule (UTC),Extract Item Schedule (UTC),Transform Item Schedule (UTC),Extract Container Name,Extract Cron Schedule,Transform Container Name,Transform Cron Schedule,Extract Item Container Name,Extract Item Cron Schedule,Transform Item Container Name,Transform Item Cron Schedule,category_code
Hoodie-Sweatshirt-cat.11042849.11042855,10:45,11:45,14:15,19:15,shp-ext-hoodie-sweatshirt,45 10 * * *,shp-tfm-hoodie-sweatshirt,45 11 * * *,shp-ext-hoodie-sweatshirt-itm,15 14 * * *,shp-tfm-hoodie-sweatshirt-itm,15 19 * * *,11042855
Sweater-Cardigan-cat.11042849.11042859,10:45,11:45,14:45,19:45,shp-ext-sweater-cardigan,45 10 * * *,shp-tfm-sweater-cardigan,45 11 * * *,shp-ext-sweater-cardigan-itm,45 14 * * *,shp-tfm-sweater-cardigan-itm,45 19 * * *,11042859
Jaket-Mantel-Rompi-cat.11042849.11042860,10:45,11:45,15:15,20:15,shp-ext-jaket-mantel-rompi,45 10 * * *,shp-tfm-jaket-mantel-rompi,45 11 * * *,shp-ext-jaket-mantel-rompi-itm,15 15 * * *,shp-tfm-jaket-mantel-rompi-itm,15 20 * * *,11042860
Jas-Formal-cat.11042849.11042865,10:45,11:45,15:45,20:45,shp-ext-jas-formal,45 10 * * *,shp-tfm-jas-formal,45 11 * * *,shp-ext-jas-formal-itm,45 15 * * *,shp-tfm-jas-formal-itm,45 20 * * *,11042865
Celana-Panjang-cat.11042849.11042871,11:00,12:00,16:15,21:15,shp-ext-celana-panjang,0 11 * * *,shp-tfm-celana-panjang,0 12 * * *,shp-ext-celana-panjang-itm,15 16 * * *,shp-tfm-celana-panjang-itm,15 21 * * *,11042871
Celana-Pendek-cat.11042849.11042876,11:00,12:00,16:45,21:45,shp-ext-celana-pendek,0 11 * * *,shp-tfm-celana-pendek,0 12 * * *,shp-ext-celana-pendek-itm,45 16 * * *,shp-tfm-celana-pendek-itm,45 21 * * *,11042876
Atasan-cat.11042849.11042877,11:00,12:00,17:15,22:15,shp-ext-atasan,0 11 * * *,shp-tfm-atasan,0 12 * * *,shp-ext-atasan-itm,15 17 * * *,shp-tfm-atasan-itm,15 22 * * *,11042877
Batik-cat.11042849.11042883,11:00,12:00,17:45,22:45,shp-ext-batik,0 11 * * *,shp-tfm-batik,0 12 * * *,shp-ext-batik-itm,45 17 * * *,shp-tfm-batik-itm,45 22 * * *,11042883
Pakaian-Dalam-cat.11042849.11042885,11:00,12:00,18:15,23:15,shp-ext-pakaian-dalam,0 11 * * *,shp-tfm-pakaian-dalam,0 12 * * *,shp-ext-pakaian-dalam-itm,15 18 * * *,shp-tfm-pakaian-dalam-itm,15 23 * * *,11042885
Pakaian-Tidur-cat.11042849.11042890,11:15,12:15,18:45,23:45,shp-ext-pakaian-tidur,15 11 * * *,shp-tfm-pakaian-tidur,15 12 * * *,shp-ext-pakaian-tidur-itm,45 18 * * *,shp-tfm-pakaian-tidur-itm,45 23 * * *,11042890
Set-Pakaian-Pria-cat.11042849.11042891,11:15,12:15,19:15,0:15,shp-ext-set-pakaian-pria,15 11 * * *,shp-tfm-set-pakaian-pria,15 12 * * *,shp-ext-set-pakaian-pria-itm,15 19 * * *,shp-tfm-set-pakaian-pria-itm,15 0 * * *,11042891
Pakaian-Tradisional-cat.11042849.11042892,11:15,12:15,19:45,0:45,shp-ext-pakaian-tradisional,15 11 * * *,shp-tfm-pakaian-tradisional,15 12 * * *,shp-ext-pakaian-tradisional-itm,45 19 * * *,shp-tfm-pakaian-tradisional-itm,45 0 * * *,11042892
Kostum-cat.11042849.11042897,11:15,12:15,20:15,1:15,shp-ext-kostum,15 11 * * *,shp-tfm-kostum,15 12 * * *,shp-ext-kostum-itm,15 20 * * *,shp-tfm-kostum-itm,15 1 * * *,11042897
Pakaian-Kerja-cat.11042849.11042898,11:15,12:15,20:45,1:45,shp-ext-pakaian-kerja,15 11 * * *,shp-tfm-pakaian-kerja,15 12 * * *,shp-ext-pakaian-kerja-itm,45 20 * * *,shp-tfm-pakaian-kerja-itm,45 1 * * *,11042898
Pakaian-Tradisional-cat.11042745.11042820,11:30,12:30,21:15,2:15,shp-ext-pakaian-tradisional,30 11 * * *,shp-tfm-pakaian-tradisional,30 12 * * *,shp-ext-pakaian-tradisional-itm,15 21 * * *,shp-tfm-pakaian-tradisional-itm,15 2 * * *,11042820
Kostum-cat.11042745.11042826,11:30,12:30,21:45,2:45,shp-ext-kostum,30 11 * * *,shp-tfm-kostum,30 12 * * *,shp-ext-kostum-itm,45 21 * * *,shp-tfm-kostum-itm,45 2 * * *,11042826
Kain-cat.11042745.11042828,11:30,12:30,22:15,3:15,shp-ext-kain,30 11 * * *,shp-tfm-kain,30 12 * * *,shp-ext-kain-itm,15 22 * * *,shp-tfm-kain-itm,15 3 * * *,11042828
Batik-cat.11042745.11042840,11:30,12:30,22:45,3:45,shp-ext-batik,30 11 * * *,shp-tfm-batik,30 12 * * *,shp-ext-batik-itm,45 22 * * *,shp-tfm-batik-itm,45 3 * * *,11042840
Denim-cat.11042745.11043127,11:30,12:30,23:15,4:15,shp-ext-denim,30 11 * * *,shp-tfm-denim,30 12 * * *,shp-ext-denim-itm,15 23 * * *,shp-tfm-denim-itm,15 4 * * *,11043127
Atasan-cat.11042745.11042746,11:45,12:45,23:45,4:45,shp-ext-atasan,45 11 * * *,shp-tfm-atasan,45 12 * * *,shp-ext-atasan-itm,45 23 * * *,shp-tfm-atasan-itm,45 4 * * *,11042746
Celana-Panjang-Legging-cat.11042745.11042754,11:45,12:45,0:15,5:15,shp-ext-celana-panjang-legging,45 11 * * *,shp-tfm-celana-panjang-legging,45 12 * * *,shp-ext-celana-panjang-legging-itm,15 0 * * *,shp-tfm-celana-panjang-legging-itm,15 5 * * *,11042754
Celana-Pendek-cat.11042745.11042762,11:45,12:45,0:45,5:45,shp-ext-celana-pendek,45 11 * * *,shp-tfm-celana-pendek,45 12 * * *,shp-ext-celana-pendek-itm,45 0 * * *,shp-tfm-celana-pendek-itm,45 5 * * *,11042762
Rok-cat.11042745.11042766,11:45,12:45,1:15,6:15,shp-ext-rok,45 11 * * *,shp-tfm-rok,45 12 * * *,shp-ext-rok-itm,15 1 * * *,shp-tfm-rok-itm,15 6 * * *,11042766
Dress-cat.11042745.11042770,11:45,12:45,1:45,6:45,shp-ext-dress,45 11 * * *,shp-tfm-dress,45 12 * * *,shp-ext-dress-itm,45 1 * * *,shp-tfm-dress-itm,45 6 * * *,11042770
Wedding-Dress-cat.11042745.11042774,12:00,13:00,2:15,7:15,shp-ext-wedding-dress,0 12 * * *,shp-tfm-wedding-dress,0 13 * * *,shp-ext-wedding-dress-itm,15 2 * * *,shp-tfm-wedding-dress-itm,15 7 * * *,11042774
Jumpsuit-Playsuit-Overall-cat.11042745.11042775,12:00,13:00,2:45,7:45,shp-ext-jumpsuit-playsuit-overall,0 12 * * *,shp-tfm-jumpsuit-playsuit-overall,0 13 * * *,shp-ext-jumpsuit-playsuit-overall-itm,45 2 * * *,shp-tfm-jumpsuit-playsuit-overall-itm,45 7 * * *,11042775
Jaket-Mantel-Rompi-cat.11042745.11042780,12:00,13:00,3:15,8:15,shp-ext-jaket-mantel-rompi,0 12 * * *,shp-tfm-jaket-mantel-rompi,0 13 * * *,shp-ext-jaket-mantel-rompi-itm,15 3 * * *,shp-tfm-jaket-mantel-rompi-itm,15 8 * * *,11042780
Sweater-Cardigan-cat.11042745.11042787,12:00,13:00,3:45,8:45,shp-ext-sweater-cardigan,0 12 * * *,shp-tfm-sweater-cardigan,0 13 * * *,shp-ext-sweater-cardigan-itm,45 3 * * *,shp-tfm-sweater-cardigan-itm,45 8 * * *,11042787
Hoodie-Sweatshirt-cat.11042745.11042788,12:00,13:00,4:15,9:15,shp-ext-hoodie-sweatshirt,0 12 * * *,shp-tfm-hoodie-sweatshirt,0 13 * * *,shp-ext-hoodie-sweatshirt-itm,15 4 * * *,shp-tfm-hoodie-sweatshirt-itm,15 9 * * *,11042788
Set-cat.11042745.11042792,12:15,13:15,4:45,9:45,shp-ext-set,15 12 * * *,shp-tfm-set,15 13 * * *,shp-ext-set-itm,45 4 * * *,shp-tfm-set-itm,45 9 * * *,11042792
Pakaian-Dalam-cat.11042745.11042797,12:15,13:15,5:15,10:15,shp-ext-pakaian-dalam,15 12 * * *,shp-tfm-pakaian-dalam,15 13 * * *,shp-ext-pakaian-dalam-itm,15 5 * * *,shp-tfm-pakaian-dalam-itm,15 10 * * *,11042797
Pakaian-Tidur-Piyama-cat.11042745.11042807,12:15,13:15,5:45,10:45,shp-ext-pakaian-tidur-piyama,15 12 * * *,shp-tfm-pakaian-tidur-piyama,15 13 * * *,shp-ext-pakaian-tidur-piyama-itm,45 5 * * *,shp-tfm-pakaian-tidur-piyama-itm,45 10 * * *,11042807
Baju-Hamil-cat.11042745.11042812,12:15,13:15,6:15,11:15,shp-ext-baju-hamil,15 12 * * *,shp-tfm-baju-hamil,15 13 * * *,shp-ext-baju-hamil-itm,15 6 * * *,shp-tfm-baju-hamil-itm,15 11 * * *,11042812
Perawatan-Tubuh-cat.11043145.11043146,12:15,13:15,6:45,11:45,shp-ext-perawatan-tubuh,15 12 * * *,shp-tfm-perawatan-tubuh,15 13 * * *,shp-ext-perawatan-tubuh-itm,45 6 * * *,shp-tfm-perawatan-tubuh-itm,45 11 * * *,11043146
Perawatan-Tangan-cat.11043145.11043159,12:30,13:30,7:15,12:15,shp-ext-perawatan-tangan,30 12 * * *,shp-tfm-perawatan-tangan,30 13 * * *,shp-ext-perawatan-tangan-itm,15 7 * * *,shp-tfm-perawatan-tangan-itm,15 12 * * *,11043159
Perawatan-Kaki-cat.11043145.11043164,12:30,13:30,7:45,12:45,shp-ext-perawatan-kaki,30 12 * * *,shp-tfm-perawatan-kaki,30 13 * * *,shp-ext-perawatan-kaki-itm,45 7 * * *,shp-tfm-perawatan-kaki-itm,45 12 * * *,11043164
Perawatan-Kuku-cat.11043145.11043169,12:30,13:30,8:15,13:15,shp-ext-perawatan-kuku,30 12 * * *,shp-tfm-perawatan-kuku,30 13 * * *,shp-ext-perawatan-kuku-itm,15 8 * * *,shp-tfm-perawatan-kuku-itm,15 13 * * *,11043169
Perawatan-Rambut-cat.11043145.11043178,12:30,13:30,8:45,13:45,shp-ext-perawatan-rambut,30 12 * * *,shp-tfm-perawatan-rambut,30 13 * * *,shp-ext-perawatan-rambut-itm,45 8 * * *,shp-tfm-perawatan-rambut-itm,45 13 * * *,11043178
Perawatan-Pria-cat.11043145.11043185,12:30,13:30,9:15,14:15,shp-ext-perawatan-pria,30 12 * * *,shp-tfm-perawatan-pria,30 13 * * *,shp-ext-perawatan-pria-itm,15 9 * * *,shp-tfm-perawatan-pria-itm,15 14 * * *,11043185
Parfum-Wewangian-cat.11043145.11043198,12:45,13:45,9:45,14:45,shp-ext-parfum-wewangian,45 12 * * *,shp-tfm-parfum-wewangian,45 13 * * *,shp-ext-parfum-wewangian-itm,45 9 * * *,shp-tfm-parfum-wewangian-itm,45 14 * * *,11043198
Kosmetik-Wajah-cat.11043145.11043202,12:45,13:45,10:15,15:15,shp-ext-kosmetik-wajah,45 12 * * *,shp-tfm-kosmetik-wajah,45 13 * * *,shp-ext-kosmetik-wajah-itm,15 10 * * *,shp-tfm-kosmetik-wajah-itm,15 15 * * *,11043202
Kosmetik-Mata-cat.11043145.11043212,12:45,13:45,10:45,15:45,shp-ext-kosmetik-mata,45 12 * * *,shp-tfm-kosmetik-mata,45 13 * * *,shp-ext-kosmetik-mata-itm,45 10 * * *,shp-tfm-kosmetik-mata-itm,45 15 * * *,11043212
Kosmetik-Bibir-cat.11043145.11043219,12:45,13:45,11:15,16:15,shp-ext-kosmetik-bibir,45 12 * * *,shp-tfm-kosmetik-bibir,45 13 * * *,shp-ext-kosmetik-bibir-itm,15 11 * * *,shp-tfm-kosmetik-bibir-itm,15 16 * * *,11043219
Pembersih-Make-Up-cat.11043145.11043226,12:45,13:45,11:45,16:45,shp-ext-pembersih-make-up,45 12 * * *,shp-tfm-pembersih-make-up,45 13 * * *,shp-ext-pembersih-make-up-itm,45 11 * * *,shp-tfm-pembersih-make-up-itm,45 16 * * *,11043226
Aksesoris-Make-Up-cat.11043145.11043227,13:00,14:00,12:15,17:15,shp-ext-aksesoris-make-up,0 13 * * *,shp-tfm-aksesoris-make-up,0 14 * * *,shp-ext-aksesoris-make-up-itm,15 12 * * *,shp-tfm-aksesoris-make-up-itm,15 17 * * *,11043227
Alat-Perawatan-Wajah-cat.11043145.11043240,13:00,14:00,12:45,17:45,shp-ext-alat-perawatan-wajah,0 13 * * *,shp-tfm-alat-perawatan-wajah,0 14 * * *,shp-ext-alat-perawatan-wajah-itm,45 12 * * *,shp-tfm-alat-perawatan-wajah-itm,45 17 * * *,11043240
Alat-Pelangsing-Tubuh-cat.11043145.11043245,13:00,14:00,13:15,18:15,shp-ext-alat-pelangsing-tubuh,0 13 * * *,shp-tfm-alat-pelangsing-tubuh,0 14 * * *,shp-ext-alat-pelangsing-tubuh-itm,15 13 * * *,shp-tfm-alat-pelangsing-tubuh-itm,15 18 * * *,11043245
Alat-Penghilang-Bulu-Rambut-cat.11043145.11043246,13:00,14:00,13:45,18:45,shp-ext-alat-penghilang-bulu-rambut,0 13 * * *,shp-tfm-alat-penghilang-bulu-rambut,0 14 * * *,shp-ext-alat-penghilang-bulu-rambut-itm,45 13 * * *,shp-tfm-alat-penghilang-bulu-rambut-itm,45 18 * * *,11043246
Alat-Rambut-cat.11043145.11043247,13:00,14:00,14:15,19:15,shp-ext-alat-rambut,0 13 * * *,shp-tfm-alat-rambut,0 14 * * *,shp-ext-alat-rambut-itm,15 14 * * *,shp-tfm-alat-rambut-itm,15 19 * * *,11043247
Perawatan-Wajah-cat.11043145.11043253,13:15,14:15,14:45,19:45,shp-ext-perawatan-wajah,15 13 * * *,shp-tfm-perawatan-wajah,15 14 * * *,shp-ext-perawatan-wajah-itm,45 14 * * *,shp-tfm-perawatan-wajah-itm,45 19 * * *,11043253
Treatment-Mata-cat.11043145.11043267,13:15,14:15,15:15,20:15,shp-ext-treatment-mata,15 13 * * *,shp-tfm-treatment-mata,15 14 * * *,shp-ext-treatment-mata-itm,15 15 * * *,shp-tfm-treatment-mata-itm,15 20 * * *,11043267
Treatment-Bibir-cat.11043145.11043272,13:15,14:15,15:45,20:45,shp-ext-treatment-bibir,15 13 * * *,shp-tfm-treatment-bibir,15 14 * * *,shp-ext-treatment-bibir-itm,45 15 * * *,shp-tfm-treatment-bibir-itm,45 20 * * *,11043272
Paket-Set-Kecantikan-cat.11043145.11043277,13:15,14:15,16:15,21:15,shp-ext-paket-set-kecantikan,15 13 * * *,shp-tfm-paket-set-kecantikan,15 14 * * *,shp-ext-paket-set-kecantikan-itm,15 16 * * *,shp-tfm-paket-set-kecantikan-itm,15 21 * * *,11043277
Renovasi-Rumah-cat.11043778.11043849,13:15,14:15,16:45,21:45,shp-ext-renovasi-rumah,15 13 * * *,shp-tfm-renovasi-rumah,15 14 * * *,shp-ext-renovasi-rumah-itm,45 16 * * *,shp-tfm-renovasi-rumah-itm,45 21 * * *,11043849
Perkakas-cat.11043778.11043863,13:30,14:30,17:15,22:15,shp-ext-perkakas,30 13 * * *,shp-tfm-perkakas,30 14 * * *,shp-ext-perkakas-itm,15 17 * * *,shp-tfm-perkakas-itm,15 22 * * *,11043863
Alat-Pemeliharaan-Rumah-cat.11043778.11043875,13:30,14:30,17:45,22:45,shp-ext-alat-pemeliharaan-rumah,30 13 * * *,shp-tfm-alat-pemeliharaan-rumah,30 14 * * *,shp-ext-alat-pemeliharaan-rumah-itm,45 17 * * *,shp-tfm-alat-pemeliharaan-rumah-itm,45 22 * * *,11043875
Kebersihan-Binatu-cat.11043778.11043886,13:30,14:30,18:15,23:15,shp-ext-kebersihan-binatu,30 13 * * *,shp-tfm-kebersihan-binatu,30 14 * * *,shp-ext-kebersihan-binatu-itm,15 18 * * *,shp-tfm-kebersihan-binatu-itm,15 23 * * *,11043886
Peralatan-Dapur-cat.11043778.11043895,13:30,14:30,18:45,23:45,shp-ext-peralatan-dapur,30 13 * * *,shp-tfm-peralatan-dapur,30 14 * * *,shp-ext-peralatan-dapur-itm,45 18 * * *,shp-tfm-peralatan-dapur-itm,45 23 * * *,11043895
Peralatan-Masak-cat.11043778.11043909,13:30,14:30,19:15,0:15,shp-ext-peralatan-masak,30 13 * * *,shp-tfm-peralatan-masak,30 14 * * *,shp-ext-peralatan-masak-itm,15 19 * * *,shp-tfm-peralatan-masak-itm,15 0 * * *,11043909
Peralatan-Makan-cat.11043778.11043922,13:45,14:45,19:45,0:45,shp-ext-peralatan-makan,45 13 * * *,shp-tfm-peralatan-makan,45 14 * * *,shp-ext-peralatan-makan-itm,45 19 * * *,shp-tfm-peralatan-makan-itm,45 0 * * *,11043922
Alat-Pengaman-cat.11043778.11043934,13:45,14:45,20:15,1:15,shp-ext-alat-pengaman,45 13 * * *,shp-tfm-alat-pengaman,45 14 * * *,shp-ext-alat-pengaman-itm,15 20 * * *,shp-tfm-alat-pengaman-itm,15 1 * * *,11043934
Organizer-Rumah-cat.11043778.11043939,13:45,14:45,20:45,1:45,shp-ext-organizer-rumah,45 13 * * *,shp-tfm-organizer-rumah,45 14 * * *,shp-ext-organizer-rumah-itm,45 20 * * *,shp-tfm-organizer-rumah-itm,45 1 * * *,11043939
Perlengkapan-Keagamaan-cat.11043778.11043950,13:45,14:45,21:15,2:15,shp-ext-perlengkapan-keagamaan,45 13 * * *,shp-tfm-perlengkapan-keagamaan,45 14 * * *,shp-ext-perlengkapan-keagamaan-itm,15 21 * * *,shp-tfm-perlengkapan-keagamaan-itm,15 2 * * *,11043950
Payung-cat.11043778.11043952,13:45,14:45,21:45,2:45,shp-ext-payung,45 13 * * *,shp-tfm-payung,45 14 * * *,shp-ext-payung-itm,45 21 * * *,shp-tfm-payung-itm,45 2 * * *,11043952
Pengharum-Ruangan-Aromaterapi-cat.11043778.11043779,14:00,15:00,22:15,3:15,shp-ext-pengharum-ruangan-aromaterapi,0 14 * * *,shp-tfm-pengharum-ruangan-aromaterapi,0 15 * * *,shp-ext-pengharum-ruangan-aromaterapi-itm,15 22 * * *,shp-tfm-pengharum-ruangan-aromaterapi-itm,15 3 * * *,11043779
Kamar-Mandi-cat.11043778.11043783,14:00,15:00,22:45,3:45,shp-ext-kamar-mandi,0 14 * * *,shp-tfm-kamar-mandi,0 15 * * *,shp-ext-kamar-mandi-itm,45 22 * * *,shp-tfm-kamar-mandi-itm,45 3 * * *,11043783
Kamar-Tidur-cat.11043778.11043797,14:00,15:00,23:15,4:15,shp-ext-kamar-tidur,0 14 * * *,shp-tfm-kamar-tidur,0 15 * * *,shp-ext-kamar-tidur-itm,15 23 * * *,shp-tfm-kamar-tidur-itm,15 4 * * *,11043797
Dekorasi-cat.11043778.11043807,14:00,15:00,23:45,4:45,shp-ext-dekorasi,0 14 * * *,shp-tfm-dekorasi,0 15 * * *,shp-ext-dekorasi-itm,45 23 * * *,shp-tfm-dekorasi-itm,45 4 * * *,11043807
Furniture-cat.11043778.11043820,14:00,15:00,0:15,5:15,shp-ext-furniture,0 14 * * *,shp-tfm-furniture,0 15 * * *,shp-ext-furniture-itm,15 0 * * *,shp-tfm-furniture-itm,15 5 * * *,11043820
Taman-cat.11043778.11043838,14:15,15:15,0:45,5:45,shp-ext-taman,15 14 * * *,shp-tfm-taman,15 15 * * *,shp-ext-taman-itm,45 0 * * *,shp-tfm-taman-itm,45 5 * * *,11043838
Sneakers-cat.11042985.11042991,14:15,15:15,1:15,6:15,shp-ext-sneakers,15 14 * * *,shp-tfm-sneakers,15 15 * * *,shp-ext-sneakers-itm,15 1 * * *,shp-tfm-sneakers-itm,15 6 * * *,11042991
Kaos-Kaki-cat.11042985.11043009,14:15,15:15,1:45,6:45,shp-ext-kaos-kaki,15 14 * * *,shp-tfm-kaos-kaki,15 15 * * *,shp-ext-kaos-kaki-itm,45 1 * * *,shp-tfm-kaos-kaki-itm,45 6 * * *,11043009
Sandal-cat.11042985.11042996,14:15,15:15,2:15,7:15,shp-ext-sandal,15 14 * * *,shp-tfm-sandal,15 15 * * *,shp-ext-sandal-itm,15 2 * * *,shp-tfm-sandal-itm,15 7 * * *,11042996
Aksesoris-Perawatan-Sepatu-cat.11042985.11043002,14:15,15:15,2:45,7:45,shp-ext-aksesoris-perawatan-sepatu,15 14 * * *,shp-tfm-aksesoris-perawatan-sepatu,15 15 * * *,shp-ext-aksesoris-perawatan-sepatu-itm,45 2 * * *,shp-tfm-aksesoris-perawatan-sepatu-itm,45 7 * * *,11043002
Boot-cat.11042985.11042986,14:30,15:30,3:15,8:15,shp-ext-boot,30 14 * * *,shp-tfm-boot,30 15 * * *,shp-ext-boot-itm,15 3 * * *,shp-tfm-boot-itm,15 8 * * *,11042986
Tali-Sepatu-cat.11042985.11043008,14:30,15:30,3:45,8:45,shp-ext-tali-sepatu,30 14 * * *,shp-tfm-tali-sepatu,30 15 * * *,shp-ext-tali-sepatu-itm,45 3 * * *,shp-tfm-tali-sepatu-itm,45 8 * * *,11043008
Slip-On-Mules-cat.11042985.11042992,14:30,15:30,4:15,9:15,shp-ext-slip-on-mules,30 14 * * *,shp-tfm-slip-on-mules,30 15 * * *,shp-ext-slip-on-mules-itm,15 4 * * *,shp-tfm-slip-on-mules-itm,15 9 * * *,11042992
Sepatu-Formal-cat.11042985.11042993,14:30,15:30,4:45,9:45,shp-ext-sepatu-formal,30 14 * * *,shp-tfm-sepatu-formal,30 15 * * *,shp-ext-sepatu-formal-itm,45 4 * * *,shp-tfm-sepatu-formal-itm,45 9 * * *,11042993
Boots-cat.11042604.11042605,14:30,15:30,5:15,10:15,shp-ext-boots,30 14 * * *,shp-tfm-boots,30 15 * * *,shp-ext-boots-itm,15 5 * * *,shp-tfm-boots-itm,15 10 * * *,11042605
Sneakers-cat.11042604.11042609,14:45,15:45,5:45,10:45,shp-ext-sneakers,45 14 * * *,shp-tfm-sneakers,45 15 * * *,shp-ext-sneakers-itm,45 5 * * *,shp-tfm-sneakers-itm,45 10 * * *,11042609
Sepatu-Flat-cat.11042604.11042610,14:45,15:45,6:15,11:15,shp-ext-sepatu-flat,45 14 * * *,shp-tfm-sepatu-flat,45 15 * * *,shp-ext-sepatu-flat-itm,15 6 * * *,shp-tfm-sepatu-flat-itm,15 11 * * *,11042610
Loafers-Boat-Shoes-cat.11042604.11042615,14:45,15:45,6:45,11:45,shp-ext-loafers-boat-shoes,45 14 * * *,shp-tfm-loafers-boat-shoes,45 15 * * *,shp-ext-loafers-boat-shoes-itm,45 6 * * *,shp-tfm-loafers-boat-shoes-itm,45 11 * * *,11042615
Sepatu-Oxford-cat.11042604.11042616,14:45,15:45,7:15,12:15,shp-ext-sepatu-oxford,45 14 * * *,shp-tfm-sepatu-oxford,45 15 * * *,shp-ext-sepatu-oxford-itm,15 7 * * *,shp-tfm-sepatu-oxford-itm,15 12 * * *,11042616
Slip-Ons-Mary-Janes-Mules-cat.11042604.11042617,14:45,15:45,7:45,12:45,shp-ext-slip-ons-mary-janes-mules,45 14 * * *,shp-tfm-slip-ons-mary-janes-mules,45 15 * * *,shp-ext-slip-ons-mary-janes-mules-itm,45 7 * * *,shp-tfm-slip-ons-mary-janes-mules-itm,45 12 * * *,11042617
Heels-cat.11042604.11042618,15:00,16:00,8:15,13:15,shp-ext-heels,0 15 * * *,shp-tfm-heels,0 16 * * *,shp-ext-heels-itm,15 8 * * *,shp-tfm-heels-itm,15 13 * * *,11042618
Wedges-cat.11042604.11042623,15:00,16:00,8:45,13:45,shp-ext-wedges,0 15 * * *,shp-tfm-wedges,0 16 * * *,shp-ext-wedges-itm,45 8 * * *,shp-tfm-wedges-itm,45 13 * * *,11042623
Sandal-cat.11042604.11042624,15:00,16:00,9:15,14:15,shp-ext-sandal,0 15 * * *,shp-tfm-sandal,0 16 * * *,shp-ext-sandal-itm,15 9 * * *,shp-tfm-sandal-itm,15 14 * * *,11042624
Aksesoris-Perawatan-Sepatu-cat.11042604.11042630,15:00,16:00,9:45,14:45,shp-ext-aksesoris-perawatan-sepatu,0 15 * * *,shp-tfm-aksesoris-perawatan-sepatu,0 16 * * *,shp-ext-aksesoris-perawatan-sepatu-itm,45 9 * * *,shp-tfm-aksesoris-perawatan-sepatu-itm,45 14 * * *,11042630
Kaus-Kaki-Stocking-cat.11042604.11042637,15:00,16:00,10:15,15:15,shp-ext-kaus-kaki-stocking,0 15 * * *,shp-tfm-kaus-kaki-stocking,0 16 * * *,shp-ext-kaus-kaki-stocking-itm,15 10 * * *,shp-tfm-kaus-kaki-stocking-itm,15 15 * * *,11042637
Souvenir-Hadiah-cat.11044225.11044226,15:15,16:15,10:45,15:45,shp-ext-souvenir-hadiah,15 15 * * *,shp-tfm-souvenir-hadiah,15 16 * * *,shp-ext-souvenir-hadiah-itm,45 10 * * *,shp-tfm-souvenir-hadiah-itm,45 15 * * *,11044226
Balon-cat.11044225.11044232,15:15,16:15,11:15,16:15,shp-ext-balon,15 15 * * *,shp-tfm-balon,15 16 * * *,shp-ext-balon-itm,15 11 * * *,shp-tfm-balon-itm,15 16 * * *,11044232
Perlengkapan-Pesta-cat.11044225.11044237,15:15,16:15,11:45,16:45,shp-ext-perlengkapan-pesta,15 15 * * *,shp-tfm-perlengkapan-pesta,15 16 * * *,shp-ext-perlengkapan-pesta-itm,45 11 * * *,shp-tfm-perlengkapan-pesta-itm,45 16 * * *,11044237
Pembungkus-Kado-Kemasan-cat.11044225.11044245,15:15,16:15,12:15,17:15,shp-ext-pembungkus-kado-kemasan,15 15 * * *,shp-tfm-pembungkus-kado-kemasan,15 16 * * *,shp-ext-pembungkus-kado-kemasan-itm,15 12 * * *,shp-tfm-pembungkus-kado-kemasan-itm,15 17 * * *,11044245
Bunga-cat.11044225.11044253,15:15,16:15,12:45,17:45,shp-ext-bunga,15 15 * * *,shp-tfm-bunga,15 16 * * *,shp-ext-bunga-itm,45 12 * * *,shp-tfm-bunga-itm,45 17 * * *,11044253
Tas-Selempang-Bahu-Pria-cat.11043011.11043022,15:30,16:30,13:15,18:15,shp-ext-tas-selempang-bahu-pria,30 15 * * *,shp-tfm-tas-selempang-bahu-pria,30 16 * * *,shp-ext-tas-selempang-bahu-pria-itm,15 13 * * *,shp-tfm-tas-selempang-bahu-pria-itm,15 18 * * *,11043022
Dompet-cat.11043011.11043023,15:30,16:30,13:45,18:45,shp-ext-dompet,30 15 * * *,shp-tfm-dompet,30 16 * * *,shp-ext-dompet-itm,45 13 * * *,shp-tfm-dompet-itm,45 18 * * *,11043023
Ransel-Pria-cat.11043011.11043012,15:30,16:30,14:15,19:15,shp-ext-ransel-pria,30 15 * * *,shp-tfm-ransel-pria,30 16 * * *,shp-ext-ransel-pria-itm,15 14 * * *,shp-tfm-ransel-pria-itm,15 19 * * *,11043012
Tas-Pinggang-Pria-cat.11043011.11043021,15:30,16:30,14:45,19:45,shp-ext-tas-pinggang-pria,30 15 * * *,shp-tfm-tas-pinggang-pria,30 16 * * *,shp-ext-tas-pinggang-pria-itm,45 14 * * *,shp-tfm-tas-pinggang-pria-itm,45 19 * * *,11043021
Tas-Laptop-cat.11043011.11043013,15:30,16:30,15:15,20:15,shp-ext-tas-laptop,30 15 * * *,shp-tfm-tas-laptop,30 16 * * *,shp-ext-tas-laptop-itm,15 15 * * *,shp-tfm-tas-laptop-itm,15 20 * * *,11043013
Clutch-cat.11043011.11043020,15:45,16:45,15:45,20:45,shp-ext-clutch,45 15 * * *,shp-tfm-clutch,45 16 * * *,shp-ext-clutch-itm,45 15 * * *,shp-tfm-clutch-itm,45 20 * * *,11043020
